duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Pyrenees Spain,2026-01-28,,Camping Bassegoda Park,,"safari tents, bungalows",Glamping Resort,,,,,Year-round,,"Carretera d'Albanyà, s/n, 17733 Albanyà, Girona, Spain",Albanyà,Catalonia,17733,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bassegodapark.com,A family-friendly glamping site with safari tents and eco-friendly accommodations in the Pyrenees.,,"Camping Bassegoda Park is accessible by car, located near the town of Figueres. The nearest major airport is Girona-Costa Brava Airport, approximately an hour's drive away.",2.7351,42.3119,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 meters,Yes,Yes,grass,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,+34 972 542 020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Pyrenees Spain,2026-01-28,,Glamping Airstream,Camping Boltaña,Airstream trailers,Glamping Resort,,,2-4 guests,,Year-round,,"N-260, km 442, 22340 Boltaña, Huesca, Spain",Boltaña,Aragon,22340,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingboltana.com,Unique Airstream trailers offering a retro glamping experience in the Aragonese Pyrenees.,,"The nearest airport is Huesca-Pirineos Airport. From there, you can rent a car or take a bus to Boltaña. The property is accessible by road and offers parking facilities.",0.0746,42.4511,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,+34 974 502 347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sierra Nevada Spain,2026-01-28,,Camping Orgiva,,"safari tents, yurts",Glamping Resort,,,2-4 guests,,Year-round,,"Carretera A-348, Km 18,9, 18400 Órgiva, Granada",Órgiva,Andalusia,18400,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingorgiva.com,"Camping Orgiva offers a unique glamping experience in the heart of the Alpujarras, near the Sierra Nevada. Enjoy the tranquility of nature with comfortable accommodations.",,"Camping Orgiva is accessible by car and is located near the town of Órgiva. The nearest airport is Federico García Lorca Granada-Jaén Airport, approximately 75 km away. Public transportation options include buses from Granada to Órgiva.",-3.4224,36.8894,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,No,gravel,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,+34 958 784307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sierra Nevada Spain,2026-01-28,,Lanjarón Eco Camping,,"tents, cabins",Eco Glamping Resort,,,,,Year-round,,"Carretera A-348, Km 7, 18420 Lanjarón, Granada",Lanjarón,Andalusia,18420,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ecocamping.es,"Located in the Alpujarra region, Lanjarón Eco Camping offers eco-friendly glamping options with stunning views of the Sierra Nevada mountains.",,,-3.4825,36.9181,Yes,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,+34 958 770727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sierra Nevada Spain,2026-01-28,,Alpujarra Camping,,"safari tents, cabins",Boutique Camping,,,,,,,"Ctra. de Mairena, s/n, 18494 Laroles, Granada",Laroles,Andalusia,18494,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.alpujarracamping.com,"Nestled in the Sierra Nevada National Park, Alpujarra Camping provides a serene glamping experience with a focus on nature and relaxation.",,,-3.0589,37.0226,Yes,,,Yes,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,+34 958 760264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: treehouse glamping Spain,2026-01-28,,Glamping Airstreams,,Airstream trailers,Glamping Resort,,,,,,,"Vejer de la Frontera, Cádiz",Vejer de la Frontera,Andalusia,11150,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampingairstreams.com,Unique glamping experience offering vintage Airstream trailers with modern amenities near the beautiful beaches of Costa de la Luz.,,,-5.9672,36.2537,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,No,Grass,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+34 678 987 654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: treehouse glamping Spain,2026-01-28,,Elqui Domos,,geodesic domes,Boutique Camping,,,,,,,"Pisco Elqui, Valencia",Pisco Elqui,Valencian Community,46185,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.elquidomos.com,"A unique astronomical hotel with geodesic domes and observatories, perfect for stargazing enthusiasts.",,,-0.3763,39.4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+34 987 654 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: yurt glamping Spain,2026-01-28,,Cloud House Farm,,yurts,Boutique Camping,,,2-4 guests,,April-October,,"Genalguacil, Málaga, Andalusia, Spain",Genalguacil,Andalusia,29492,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cloudhouse.es,"A secluded yurt retreat in the Andalusian mountains, offering a peaceful and eco-friendly escape.",2 nights,"The property is accessible by car, with the nearest major city being Málaga. The closest airport is Málaga-Costa del Sol Airport. From Málaga, it is approximately a 2-hour drive to Genalguacil.",-5.2601,36.5483,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,+34 634 384 266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: yurt glamping Spain,2026-01-28,,Lanzarote Retreats,,"yurts, eco-cottages",Glamping Resort,17,17,2-6 guests,2007,Year-round,,"Arrieta, Lanzarote, Canary Islands, Spain",Arrieta,Canary Islands,35542,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lanzaroteretreats.com,"Eco-friendly glamping resort on Lanzarote island, featuring yurts and eco-cottages near the beach.",3 nights,"The nearest airport is Lanzarote Airport (ACE), approximately 30 km away. From the airport, you can rent a car or take a taxi to reach Arrieta. Public buses also operate from Arrecife to Haría, with a stop in Arrieta.",-13.4489,29.1367,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,No,No,,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+34 928 826 720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: safari tent glamping Spain,2026-01-28,,Cabañas de Lires,,"safari tents, cabins",Boutique Camping,5,5,2-4 guests,,Year-round,,"Lugar Lires, 15, 15270 Cee, A Coruña",Cee,Galicia,15270,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cabanasdelires.com,"Set in the picturesque landscape of Galicia, offering safari tents and cabins with breathtaking views.",2 nights,"The property is accessible by car and is located near the town of Cee in Galicia. The nearest major airport is Santiago de Compostela Airport, approximately 90 kilometers away.",-9.1683,42.9547,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+34 981 745 401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: eco glamping Spain,2026-01-28,,La Donaira,,yurts,Eco Retreat,9,9,2-4 guests,2015,Year-round,,"Finca La Donaira, 29400 Ronda, Málaga",Ronda,Andalusia,29400,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ladonaira.com,A luxurious eco-retreat offering yurts and farm-to-table dining experiences in the scenic Andalusian countryside.,2 nights,"La Donaira is located approximately 1.5 hours from Málaga Airport. The nearest train station is Ronda, which is about 30 minutes away by car.",-5.2769,36.8303,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,,No,No,,,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,+34 952 188 882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping near Barcelona Spain,2026-01-28,,Dreamsea Glamping,,safari tents,Luxury Campground,,,2-4 guests,,April-October,,"Camping Playa Brava, Av. del Grau, s/n, 17256 Pals, Girona",Pals,Catalonia,17256,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.dreamseasurfcamp.com,"Located near the beautiful beaches of Costa Brava, Dreamsea Glamping offers a perfect blend of adventure and relaxation with luxury tents and a vibrant social atmosphere.",,"The nearest airport is Girona-Costa Brava Airport, approximately 55 km away. The property is also accessible by train, with the nearest station being Flaçà, about 25 km away.",3.1917,41.9881,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,+34 695 123 456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping near Barcelona Spain,2026-01-28,,Masia La Vileta,,yurts,Glamping Resort,,,,,,,"Masia La Vileta, 08572 Sant Pere de Torelló, Barcelona",Sant Pere de Torelló,Catalonia,08572,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.masialavileta.com,"Masia La Vileta provides an eco-friendly glamping experience with yurts and traditional Catalan hospitality. Surrounded by nature, it's perfect for a peaceful retreat.",,,2.3379,42.0589,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,No,grass,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+34 938 580 123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping near Madrid Spain,2026-01-28,,Glamping Aventura Sierra de Gata,,safari tents,Glamping Resort,,,,,,,"Carretera EX-205, Km 21, Gata, 10860",Gata,Extremadura,10860,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampingaventura.com,An eco-friendly glamping site offering unique safari tents in the scenic Sierra de Gata region.,,,-6.65,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+34 927 673 271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping near Madrid Spain,2026-01-28,,Camping Monte Holiday,,"treehouses, safari tents",Luxury Campground,,,2-6 guests,,Year-round,,"Carretera de Rascafría, Km 2, Gargantilla del Lozoya, 28739",Gargantilla del Lozoya,Community of Madrid,28739,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.monteholiday.com,"Located in the Sierra de Guadarrama National Park, offering treehouses and safari tents with stunning views.",2 nights,"Camping Monte Holiday is accessible by car and is located approximately 80 km north of Madrid. The nearest train station is in Lozoya, with connections from Madrid's Chamartín Station.",-3.75,40.95,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Grass,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,+34 918 694 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
