duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Sardinia Italy,2026-01-28,,Cala Gonone Treehouse Glamping,,treehouses,Luxury Campground,,,,,,,"Viale Bue Marino, 08022 Dorgali NU",Dorgali,Sardinia,08022,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://calagononetreehouse.com,"Experience the magic of sleeping in a treehouse with breathtaking views of the Gulf of Orosei, offering a perfect blend of adventure and luxury.",,,9.6285,40.2877,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,Yes,,Yes,,,,Yes,,,Yes,,Yes,Yes,Yes,,,,,,,,+39 0784 987654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sardinia Italy,2026-01-28,,Sardinia Safari Tents,,safari tents,Glamping Resort,,,,,,,"Via degli Ulivi, 07041 Alghero SS",Alghero,Sardinia,07041,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sardiniasafaritents.com,"Located near the beautiful beaches of Alghero, these safari tents offer a luxurious camping experience with all modern amenities.",,,8.3197,40.5577,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+39 079 123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sicily Italy,2026-01-28,,Glamping Alcantara,,safari tents,Glamping Resort,,,,,April-October,,"Contrada Sciara Soprana, 98030 Motta Camastra ME",Motta Camastra,Sicily,98030,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glampingalcantara.com,"Nestled near the Alcantara Gorges, this glamping site offers luxury tent accommodations with stunning views of the Sicilian landscape.",,,15.1537,37.8784,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,grass,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+39 0942 985010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sicily Italy,2026-01-28,,Agricampeggio Alessandra,,tents,Luxury Campground,,,,,,,"Contrada Plaia degli Uccelli, 90015 Cefalù PA",Cefalù,Sicily,90015,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.agricampeggioalessandra.it,"Located near the historic town of Cefalù, this site offers a peaceful retreat with eco-friendly lodgings and beautiful coastal views.",,"The property is accessible by car from the main roadways leading to Cefalù. The nearest major airport is Falcone Borsellino Airport in Palermo, approximately 100 km away. Cefalù also has a train station with connections to other major cities in Sicily.",14.0229,38.0386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,+39 0921 421123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sicily Italy,2026-01-28,,Etnalodge,,yurts,Boutique Camping,,,,,April-October,,"Via Cassone, 95019 Zafferana Etnea CT",Zafferana Etnea,Sicily,95019,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.etnalodge.com,"Situated on the slopes of Mount Etna, Etnalodge offers unique glamping experiences with breathtaking views and close proximity to volcanic adventures.",,"Etnalodge is accessible by car from Catania, which is the nearest major city. The closest airport is Catania Fontanarossa Airport. From there, guests can rent a car or take a taxi to reach the property.",15.0919,37.6983,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,,Yes,,Yes,,Yes,,,,,,,,+39 095 7081810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Sicily Italy,2026-01-28,,Camping Scarabeo,,safari tents,Luxury Campground,100,20,2-6 guests,1999,April-October,,"Via del Tramonto, 97100 Punta Braccetto RG",Punta Braccetto,Sicily,97100,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingscarabeo.com,"Located by the sea, Camping Scarabeo offers luxury tents and a relaxed atmosphere, perfect for enjoying the Sicilian coast.",,"Camping Scarabeo is accessible via Comiso Airport, which is approximately 30 km away. From the airport, guests can rent a car or take a taxi to reach the campsite. The nearest train station is in Ragusa, about 30 km from the property.",14.4723,36.8195,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,10 meters,Yes,Yes,Grass,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,+39 0932 826009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Umbria Italy,2026-01-28,,Borgo di Carpiano,,luxury tents,Glamping Resort,10,10,2-4 guests,2011,April-October,,"Località Carpiano, 06024 Gubbio PG",Gubbio,Umbria,06024,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.borgodicarpiano.com,"A luxurious retreat in the heart of Umbria, offering a unique blend of history and nature with stunning views and exceptional services.",2 nights,"Borgo di Carpiano is accessible by car and is located approximately 40 km from Perugia San Francesco d'Assisi Airport. The nearest train station is in Fossato di Vico, about 20 km away.",12.5403,43.3375,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,+39 075 9230353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Umbria Italy,2026-01-28,,Le Pianore,,yurts,Boutique Camping,,,,,April-October,,"Località Le Pianore, 58044 Cinigiano GR",Monticello Amiata,Tuscany,58044,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lepianore.it,"A sustainable retreat set in the Tuscan hills, offering eco-friendly accommodations and activities in a serene environment.",,"Le Pianore is accessible by car and is located near the town of Monticello Amiata. The nearest major airport is Florence Airport, approximately 150 km away. The closest train station is Grosseto, about 50 km from the property.",11.4707,42.9063,Yes,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,Yes,,Yes,,Yes,,,,,,,,+39 0564 992 142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping sites Umbria Italy,2026-01-28,,Tenuta Poggio Rosso Glamping,,safari tents,Glamping Resort,,,,,,,"Località Poggio Rosso, 57025 Piombino LI",Populonia,Tuscany,57025,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tenutapoggiorosso.com,"Located near the Etruscan coast, this glamping site offers luxurious safari tents amid vineyards and olive groves.",,,10.5255,42.9868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 0565 29666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: treehouse glamping Italy,2026-01-28,,Treehouse Resort Il Giardino dei Semplici,,treehouses,Glamping Resort,,,,,,,"Strada Palanzana, 16, 01100 Viterbo VT",Viterbo,Lazio,01100,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ilgiardinodeisemplici.com,"Nestled in the lush countryside of Lazio, this resort offers unique treehouse accommodations surrounded by nature.",,,12.1077,42.4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 0761 176 8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: yurt glamping Italy,2026-01-28,,Il Sole di Calenzano,,yurts,Glamping Retreat,,,,,,,"Via delle Casacce, 89, 50041 Calenzano FI",Calenzano,Tuscany,50041,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ilsoledicalenzano.it,"Nestled in the Tuscan hills, this site offers yurts and other eco-friendly accommodations with stunning views.",,,11.1868,43.9015,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,,Yes,,,,,+39 055 8826139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: safari tent glamping Italy,2026-01-28,,Camping Village Montescudaio,,safari tents,Glamping Resort,,,2-6 guests,,April-October,,"Via del Poggetto, 45, 56040 Montescudaio PI",Montescudaio,Tuscany,56040,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.campingmontescudaio.com,A family-friendly glamping site offering safari tents and a variety of activities near the Tuscan coast.,,"Camping Village Montescudaio is accessible via the A12 motorway, with the nearest train station in Cecina, approximately 10 km away. Pisa International Airport is the closest major airport, about 65 km from the site.",10.5742,43.3146,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,,Yes,No,grass,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,+39 0586 650018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: luxury camping Italy,2026-01-28,,Sextantio Le Grotte della Civita,,cave rooms,Boutique Camping,,,2-4 guests,,Year-round,,"Via Civita, 28, 75100 Matera MT",Matera,Basilicata,75100,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sextantio.it,"Set in ancient caves, this unique glamping experience combines history and luxury in the UNESCO World Heritage site of Matera.",,"The nearest airport is Bari Karol Wojtyła Airport, approximately 65 km away. Matera can also be reached by train from major Italian cities to Bari, followed by a local train or bus to Matera.",16.6116,40.6653,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,+39 0835 332744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping retreats Italy,2026-01-28,,Glamping Pian delle Ginestre,,safari tents,Glamping Resort,,,,,April-October,,"Strada Provinciale 159 Scansanese, 58054 Scansano GR",Scansano,Tuscany,58054,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.piandelleginestre.it,"A peaceful retreat in the Maremma region, offering safari tents and a chance to unwind in a natural setting.",,,11.3583,42.6556,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+39 0564 507227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: eco glamping Italy,2026-01-28,,Ecolodge Langhe,,tents,Eco Lodge,,,2-4 guests,,April-October,,"Frazione San Giovanni, 87, 12062 Cherasco CN",Cherasco,Piedmont,12062,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ecolodgelanghe.com,"Set in the picturesque Langhe region, this eco-friendly lodge offers luxury tents and a commitment to sustainability, surrounded by vineyards and rolling hills.",,,7.8513,44.6509,Yes,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,+39 0172 489 508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping near Rome Italy,2026-01-28,,Tenuta delle Ripalte,,glamping tents,Estate & Glamping,,,2-4 guests,,April-October,,"Loc. Ripalte, 57031 Capoliveri LI",Capoliveri,Tuscany,57031,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tenutadelleripalte.it,"Situated on the Island of Elba, this estate offers a variety of accommodations including glamping tents with breathtaking sea views.",,"The nearest airport is Marina di Campo Airport on Elba Island. From there, the property is accessible by car or taxi. Alternatively, guests can take a ferry from Piombino to Portoferraio and drive to the resort.",10.4049,42.7427,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,No,,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+39 0565 94211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping near Milan Italy,2026-01-28,,Canonica di Corteranzo,,"luxury tents, villas",Boutique Camping,10,10,2-4 guests,2000,Year-round,,"Via Corteranzo, 10, 15020 Murisengo AL",Murisengo,Piedmont,15020,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.corteranzo.it,"Located in the rolling hills of Piedmont, this property offers luxury tents and a historic villa for a unique stay.",2 nights,"Canonica di Corteranzo is accessible by car, with the nearest major city being Turin, approximately 60 km away. The closest airports are Turin Airport and Milan Malpensa Airport. The property is also reachable by train, with the nearest station being in Casale Monferrato.",8.1489,45.0725,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,No,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+39 0141 993090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
