duplicatenote,source,date_added,date_updated,property_name,site_name,unit_type,property_type,property__total_sites,quantity_of_units,unit_capacity,year_site_opened,operating_season__months_,__of_locations,address,city,state,zip_code,country,occupancy_rate_2024,avg__retail_daily_rate_2024,high_rate_2024,low_rate_2024,retail_daily_rate__fees__2024,revpar_2024,occupancy_rate_2025,retail_daily_rate_ytd,retail_daily_rate__fees__ytd,high_rate_2025,low_rate_2025,revpar_2025,high_month_2025,high_avg__occupancy_2025,low_month_2025,low_avg__occupancy_2025,operating_season__excel_format_,avg__rate__next_12_months_,high_rate__next_12_months_,low_rate__next_12_months_,winter_weekday,winter_weekend,spring_weekday,spring_weekend,summer_weekday,summer_weekend,fall_weekday,fall_weekend,url,description,minimum_nights,getting_there,lon,lat,toilet,hot_tub___sauna,pool,pets,water,shower,trash,cooking_equipment,picnic_table,wifi,laundry,campfires,playground,rv___vehicle_length,rv___parking,rv___accommodates_slideout,rv___surface_type,rv___surface_level,rv___vehicles__fifth_wheels,rv___vehicles__class_a_rvs,rv___vehicles__class_b_rvs,rv___vehicles__class_c_rvs,rv___vehicles__toy_hauler,fishing,surfing,horseback_riding,paddling,climbing,off_roading__ohv_,boating,swimming,wind_sports,snow_sports,whitewater_paddling,fall_fun,hiking,wildlife_watching,biking,ranch,beach,coastal,suburban,forest,field,wetlands,hot_spring,desert,canyon,waterfall,swimming_hole,lake,cave,redwoods,farm,river__stream__or_creek,mountainous,sage___p__amenity__food_on_site,waterfront,restaurant,dog_park,clubhouse,canoeing___kayaking,alcohol_available,golf_cart_rental,private_bathroom,waterpark,kitchen,patio,electricity,general_store,cable,charcoal_grill,sewer_hook_up,electrical_hook_up,generators_allowed,water_hookup,phone_number,google_website_uri,google_dine_in,google_takeout,google_delivery,google_serves_breakfast,google_serves_lunch,google_serves_dinner,google_serves_brunch,google_outdoor_seating,google_live_music,google_menu_uri,google_place_types,google_primary_type,google_primary_type_display_name,google_photos,google_icon_uri,google_icon_background_color,google_reservable,google_rating,google_user_rating_total,google_business_status,google_opening_hours,google_current_opening_hours,google_parking_options,google_price_level,google_payment_options,google_wheelchair_accessible_parking,google_wheelchair_accessible_entrance,google_wheelchair_accessible_restroom,google_wheelchair_accessible_seating,google_allows_dogs,slug,quality_score,google_place_id,is_glamping_property
,OpenAI Research: glamping sites Valais Switzerland,2026-01-28,,Camping Molignon,,safari tents,Glamping Resort,50,10,2-4 guests,,May-October,,"Route de Molignon 1, 1984 Les Haudères",Les Haudères,Valais,1984,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.camping-molignon.ch,"Located at the foot of the majestic Dent Blanche, Camping Molignon offers a serene glamping experience with safari tents and breathtaking mountain views.",,"Camping Molignon is accessible by car and is located near the city of Sion. The nearest train station is in Sion, and from there, guests can take a bus or taxi to Les Haudères.",7.511,46.0802,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,No,grass,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,+41 27 283 15 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: treehouse glamping Switzerland,2026-01-28,,Treehouse Cottages,,treehouses,Boutique Camping,,,,,,,"Axalp, 3855 Brienz, Switzerland",Brienz,Bern,3855,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.treehouse-cottages.ch,"Charming treehouse cottages nestled in the woods, offering a serene escape with stunning lake views.",,,8.0308,46.7395,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,+41 33 952 10 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: yurt glamping Switzerland,2026-01-28,,Glamping Resort Biosfera Val Müstair,,"safari tents, yurts",Glamping Resort,,,,,Year-round,,"Via Maistra 91, 7532 Tschierv",Tschierv,Graubünden,7532,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.biosfera.ch/glamping,Experience nature in the UNESCO Biosphere Reserve with comfortable safari tents and yurts.,,"The resort is accessible by car and is located near the town of Tschierv. The nearest major train station is in Zernez, from where you can take a bus or taxi to the resort. The closest airport is Zurich, approximately a 3-hour drive away.",10.3364,46.6299,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,+41 81 858 57 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: luxury camping Switzerland,2026-01-28,,Glamping Grächen,,safari tents,Glamping Resort,,,,,,,"Heiminen 468, 3925 Grächen, Switzerland",Grächen,Valais,3925,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glamping-graechen.ch,"Located in the picturesque village of Grächen, this glamping site offers safari tents with breathtaking views of the surrounding mountains.",,,7.8372,46.1954,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+41 27 956 16 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: luxury camping Switzerland,2026-01-28,,TCS Camping Samedan,,safari tents,Luxury Campground,,,,,Year-round,,"Via Nouva 3, 7503 Samedan, Switzerland",Samedan,Graubünden,7503,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tcs.ch/de/camping-reisen/campingplaetze/tcs-camping-samedan/,Experience the Engadin valley with its stunning landscape while staying in comfortable safari tents at TCS Camping Samedan.,,"The campsite is easily accessible by car and is located near the Samedan train station, which is well connected to major Swiss cities. The nearest airport is Engadin Airport, just a short drive away.",9.8754,46.5351,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,No,Grass,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,+41 81 852 46 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: luxury camping Switzerland,2026-01-28,,Sleep in the Pod,,pods,Boutique Camping,,,2-4 guests,,Year-round,,"Via Prau Giosch 1, 7017 Flims, Switzerland",Flims,Graubünden,7017,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.sleepinthepod.ch,Offers a unique sleeping experience in wooden pods surrounded by nature in the Flims Laax Falera region.,,"The property is accessible from Zurich Airport, followed by a scenic drive or train ride to Flims. The nearest train station is in Chur, from where guests can take a bus or taxi to the property.",9.2841,46.8339,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,+41 81 911 25 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping retreats Switzerland,2026-01-28,,Glamping Switzerland,,"tents, safari tents",Glamping Resort,,,,,,,"Saanen, 3792, Switzerland",Saanen,Bern,3792,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.glamping-switzerland.ch,Experience luxury camping with breathtaking views of the Swiss Alps in Saanen.,,,7.2615,46.4891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,+41 33 748 81 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: eco glamping Switzerland,2026-01-28,,Aventura Glamping,,luxury tents,Glamping Resort,,,,,,,"Via Cantonale 1, 6670 Avegno",Avegno,Ticino,6670,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.aventura-glamping.ch,"Aventura Glamping offers a unique experience with luxury tents in the beautiful Maggia Valley, blending comfort with nature.",,,8.7407,46.2022,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,,,Yes,,,,,+41 91 796 15 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping near Zurich Switzerland,2026-01-28,,Glamping Resort Biosphäre Blatten,,"pods, safari tents",Glamping Resort,,,,,May-October,,"Dorfstrasse 1, 3919 Blatten",Blatten,Valais,3919,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.biosphaere.ch,"Nestled in the UNESCO Biosphere Entlebuch, offering a unique nature experience.",,,7.9926,46.3775,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,+41 27 939 11 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,OpenAI Research: glamping near Bern Switzerland,2026-01-28,,TCS Camping Bern - Eymatt,,safari tents,Glamping Resort,,,,,Year-round,,"Eymatt 1, 3048 Worblaufen",Bern,Bern,3048,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tcs-camping.ch/en/campings/bern-eymatt/,"Located near the city of Bern, this camping site offers unique safari tents for a comfortable glamping experience close to nature and urban attractions.",,"The campsite is easily accessible by car and public transport, with Bern being the nearest major city. The nearest train station is Bern main station, and from there, local buses can take you close to the campsite.",7.4175,46.9731,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,grass,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,+41 31 301 14 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
