priority_stratum,id,property_id,property_name,site_name,unit_type,state,unit_weight,rate_avg_retail_daily_rate,unit_hot_tub_current,property_hot_tub_current,unit_hot_tub_or_sauna_current,url,ota_url_hipcamp,ota_url_airbnb,discovery_source
P0-Safari/Cabin-blank,11516,bf189a9d-fa5e-49b6-9b59-dece38f04ac2,Timberline Glamping at Lula,Standard Safari Tent,Safari Tent,GA,2,265,,,,https://lula.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11534,2c7cc642-7bde-4914-aae6-06180e93de32,Timberline Glamping at Williamsburg,Standard Safari Tent,Safari Tent,VA,2,58.25,,,,https://williamsburg.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,9516,09eb4831-15c0-484a-ace9-f9a642ce6c8a,The Fields of Michigan,Tent,Safari Tent,MI,1,287.5,,,,https://www.undercanvas.com/outdoor-collection/the-fields-of-michigan/,,,Sage
P0-Safari/Cabin-blank,9517,09eb4831-15c0-484a-ace9-f9a642ce6c8a,The Fields of Michigan,Cottage,Cabin,MI,1,225,,,,https://www.undercanvas.com/outdoor-collection/the-fields-of-michigan/,,,Sage
P0-Safari/Cabin-blank,9518,d396799a-7105-47ea-b853-54674fd2b142,Bar N Ranch,Lodge Room,Cabin,MT,1,243.75,,,,https://www.undercanvas.com/outdoor-collection/bar-n-ranch/,,,Sage
P0-Safari/Cabin-blank,9519,d396799a-7105-47ea-b853-54674fd2b142,Bar N Ranch,Log Cabin,Cabin,MT,1,265.63,,,,https://www.undercanvas.com/outdoor-collection/bar-n-ranch/,,,Sage
P0-Safari/Cabin-blank,9528,925d4e5e-669d-430c-95bd-7a3e479aceb7,The Hemlocks by NOC,Bungalow,Cabin,NC,1,225,,,,https://noc.com/,,,Sage
P0-Safari/Cabin-blank,9533,8949d1c7-157b-408c-a8d8-fe43ee74d4a5,Firesong Ranch,Safari Tent,Safari Tent,TX,1,225,,,,https://www.firesongranch.com/,,,Sage
P0-Safari/Cabin-blank,9544,2551899b-ab5c-47a9-aabd-7bcb5251c54f,Colorado Cabin Adventures at Grand Lake,Log Cabin,Cabin,CO,1,243.75,,,,https://www.coloradocabinadventures.com/,,,Sage
P0-Safari/Cabin-blank,9555,17f8dcfc-873f-44f8-9288-9ffeee764ae5,Treebones Resort,Autonomous Tent,Safari Tent,CA,1,948.33,,,,http://www.treebonesresort.com/,,,Sage
P0-Safari/Cabin-blank,9558,7e8a4411-b439-4967-8b26-c04339debd7d,Wildhaven Sonoma,Safari Tent,Safari Tent,CA,1,178.13,,,,https://www.wildhavensonoma.com/,,,Sage
P0-Safari/Cabin-blank,9559,80a8b343-3d15-4b85-9b99-df2626de19d4,El Capitan Canyon,Safari Tent,Safari Tent,CA,1,243.75,,,,https://elcapitancanyon.com,,,Sage
P0-Safari/Cabin-blank,9561,80a8b343-3d15-4b85-9b99-df2626de19d4,El Capitan Canyon,Cedar Cabin,Cabin,CA,1,256.25,,,,https://elcapitancanyon.com,,,Sage
P0-Safari/Cabin-blank,9563,04a1d272-282b-48fa-b176-c2311d88ac46,Sequoia High Sierra Camp,Safari Tent,Safari Tent,CA,1,350,,,,https://www.thesequoiahighsierracamp.com/,,,Sage
P0-Safari/Cabin-blank,9576,458e03a4-9499-4fff-b48b-a52af9198e65,Camp McCarthy,Luxury Tent,Safari Tent,AK,1,233.13,,,,http://www.campmccarthyak.com/,,,Sage
P0-Safari/Cabin-blank,9577,925c1c4e-82c9-49d6-805e-18db3df21492,Log Cabin Wilderness Lodge,Glamping Tent,Safari Tent,AK,1,147.5,,,,https://www.logcabinwildernesslodge.com/,,,Sage; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,9580,bbe11add-1857-4bf9-814f-f33156a1ed22,Glacier View Adventures,Canvas Tent,Safari Tent,AK,1,141.25,,,,https://glacierviewadventures.com/,,,Sage
P0-Safari/Cabin-blank,9583,f5830e85-677d-43ba-bd3d-d2c7055ab6e0,Tahuya Adventure Resort,Glamping Tent,Safari Tent,WA,1,176.88,,,,http://www.tahuyaresort.com/,,,Sage
P0-Safari/Cabin-blank,9589,1779b484-c8a1-4649-8a1f-f7401dd7c699,Washington Glamping,Canvas Cabin,Cabin,WA,1,226.25,,,,https://washingtonglamping.com/,,,Sage
P0-Safari/Cabin-blank,9591,d0259117-cb1a-4dfe-8700-bc2dbc747acc,Starlight Retreat Yellowstone,Canvas Tent,Safari Tent,ID,1,208.75,,,,https://starlightretreat.com/,,,Sage
P0-Safari/Cabin-blank,9593,e78e9ae2-8524-421d-a8fc-ea0b3f5814ce,Linn Canyon Ranch,Glamping Tent,Safari Tent,ID,1,210,,,,http://linncanyonranch.com/,,,Sage
P0-Safari/Cabin-blank,9604,4a05bac3-444d-4f7f-8856-ca42a976134d,Cave Lakes Canyon,Canvas Cabin,Cabin,UT,1,220,,,,http://www.cavelakescanyon.com/,,,Sage
P0-Safari/Cabin-blank,9605,4a05bac3-444d-4f7f-8856-ca42a976134d,Cave Lakes Canyon,Waterfront Tent,Safari Tent,UT,1,172.5,,,,http://www.cavelakescanyon.com/,,,Sage
P0-Safari/Cabin-blank,9614,c2391dd3-669b-4b50-a0bb-4e25ee9959c2,Summer Star Ranch,Glamping Tent,Safari Tent,MT,1,150,,,,http://www.summerstarranch.com/,,,Sage
P0-Safari/Cabin-blank,9623,09eb4831-15c0-484a-ace9-f9a642ce6c8a,The Fields of Michigan,Glamping Tent,Safari Tent,MI,1,287.5,,,,https://www.thefieldsofmichigan.com/,,,Sage
P0-Safari/Cabin-blank,9631,e7deb493-0327-47ac-b520-0b565d8023c4,Paddler's Village,Safari Tent,Safari Tent,MI,1,142.5,,,,http://paddlersvillage.com/,,,Sage
P0-Safari/Cabin-blank,9632,02d9072d-da44-414f-afc7-a78786ffb1df,Timberglow Getaway,Glamping Tent,Safari Tent,MI,1,152.5,,,,https://timberglowgetaway.com/,,,Sage
P0-Safari/Cabin-blank,9634,752b08f7-ffb1-42f9-91c2-661b4792cf2d,Glamping on the Greys,Canvas Wall Tent,Safari Tent,WY,1,243.75,,,,https://www.glampingonthegreys.com,,,Sage
P0-Safari/Cabin-blank,9649,4dc3c9cd-aacc-415a-85e8-c8f5bdbc617e,SaguaroGlamp,Glamping Tent,Safari Tent,AZ,1,171.25,,,,https://www.saguaroglamp.com/,,,Sage
P0-Safari/Cabin-blank,9650,9a6fd48f-4527-4e83-a0de-155720d9f183,American Safari Camp,Canvas Tent,Safari Tent,AZ,1,250,,,,http://www.americansafaricamp.com/,,,Sage
P0-Safari/Cabin-blank,9660,d936017c-ca1f-4d28-aa34-459211ad287a,Field Trip,Glamping Tent,Safari Tent,NM,1,175,,,,https://fieldtripnm.com/,,,Sage
P0-Safari/Cabin-blank,9661,d936017c-ca1f-4d28-aa34-459211ad287a,Field Trip,Cabin,Cabin,NM,1,225,,,,https://fieldtripnm.com/,,,Sage
P0-Safari/Cabin-blank,9667,d7f6275f-92af-423f-9701-a5ee364f2bba,ReTreet Resort,Glamping Tent,Safari Tent,AL,1,152.5,,,,https://retreetresort.com/,,,Sage
P0-Safari/Cabin-blank,9668,d7f6275f-92af-423f-9701-a5ee364f2bba,ReTreet Resort,Tiny Cottage,Cabin,AL,1,180,,,,https://retreetresort.com/,,,Sage
P0-Safari/Cabin-blank,9679,aaec3515-b00b-4a9b-84dd-77206149f5d2,Eden Reserve,Luxury Cabin,Cabin,KY,1,250,,,,https://stayedenreserve.com/,,,Sage
P0-Safari/Cabin-blank,9680,aaec3515-b00b-4a9b-84dd-77206149f5d2,Eden Reserve,Glamping Tent,Safari Tent,KY,1,171.25,,,,https://stayedenreserve.com/,,,Sage
P0-Safari/Cabin-blank,9682,09d919a8-2f4b-47dc-a51c-71d2f5ca2b62,The Whippoorwill's Nest Glamping Tent,Glamping Tent,Safari Tent,KY,1,150,,,,https://redriveradventure.net/glamp-camp,,,Sage
P0-Safari/Cabin-blank,9685,8de439c9-a48f-499b-ac2f-0a4ac24d222a,Lynnhurst Family Resort,Glamping Tent,Safari Tent,KY,1,141.25,,,,http://www.lynnhurstfamilyresort.com/,,,Sage
P0-Safari/Cabin-blank,9690,8da24c87-7101-4c86-97b2-ef4c3713b4ac,Lake Cumberland Glamping,Safari Tent,Safari Tent,KY,1,141.25,,,,http://www.lakecumberlandglamping.com/,,,Sage
P0-Safari/Cabin-blank,9694,e4f6267a-0623-44b4-9871-7d256ca0921d,The Wildflower Boutique Retreat,Glamping Tent,Safari Tent,IL,1,171.25,,,,https://www.thewildfloweril.com/,,,Sage
P0-Safari/Cabin-blank,9695,993c3c37-1d24-42a4-9a4f-d7a20ea421dd,Sankoty Lakes,Glamping Tent,Safari Tent,IL,1,171.25,,,,https://sankotylakes.com/,,,Sage
P0-Safari/Cabin-blank,9698,588c4cc8-9236-4533-a81b-3efa4745f885,Shawnee Hills Glamping,Glamping Tent,Safari Tent,IL,1,155,,,,https://www.shawneehillsglamping.com/,,,Sage
P0-Safari/Cabin-blank,9709,4235158e-b2f5-4afd-8029-418b4b97d8e6,Gingerhill Farm Retreat,Cabin,Cabin,HI,1,250,,,,https://www.gingerhillfarm.com/,,,Sage
P0-Safari/Cabin-blank,9719,aff52948-14b4-4d01-bc12-906fd9444754,The Woods Luxury Camping,Cabin,Cabin,MI,1,232.5,,,,http://bookthewoods.com/,,,Sage
P0-Safari/Cabin-blank,9723,e7deb493-0327-47ac-b520-0b565d8023c4,Paddler's Village,Platform Tent,Safari Tent,MI,1,112.5,,,,https://www.paddlersvillage.com/,,,Sage
P0-Safari/Cabin-blank,9727,b6a5aa61-0ea5-4fb1-9563-1e6ac0fa6053,Camptown,Log Cabin,Cabin,NY,1,243.75,,,,http://www.camptowncatskills.com/,,,Sage
P0-Safari/Cabin-blank,9728,69245ad2-6271-417f-80ff-f063f16b2740,Glampful,Safari Tent,Safari Tent,NY,1,166.88,,,,http://www.glampful.com/,,,Sage
P0-Safari/Cabin-blank,9735,7fe19a8f-6369-4631-9645-0e4e964f4431,Terra Glamping,Safari Tent,Safari Tent,NY,1,225,,,,https://www.terraglamping.com/,,,Sage
P0-Safari/Cabin-blank,9742,a9e28d07-034a-4fb7-acca-6bf1e2361097,Glamping Downeast,Safari Tent,Safari Tent,ME,1,135,,,,https://glampingdowneast.com/,,,Sage
P0-Safari/Cabin-blank,9745,67ee475d-5930-40de-898a-e3863d41c4e0,Point Sebago Resort,Safari Tent,Safari Tent,ME,1,158.13,,,,https://cove.info/PointSebagoResortGMB,,,Sage
P0-Safari/Cabin-blank,9747,c7f23903-b73a-438c-89a0-674021a7e88c,Blue Heron Farm and Retreat,Safari Tent,Safari Tent,ME,1,166.25,,,,https://blueheronfarmandretreat.com/,,,Sage
P0-Safari/Cabin-blank,9748,524ecb2e-53a2-4b34-92e2-bf5c9fa09427,Wolfe's Neck Oceanfront Camping & Glamping,Cabin,Cabin,ME,1,135,,,,http://www.freeportcamping.com/,,,Sage
P0-Safari/Cabin-blank,9749,baf64c8e-94e4-4ac6-86ad-fa1e52e693d5,Alpine Garden Camping Village & Winery,Cabin,Cabin,NH,1,232.5,,,,https://www.alpinegardenglamping.com/,,,Sage
P0-Safari/Cabin-blank,9757,e114dba1-6ed3-4c8e-9a95-759fb4e95238,Milk & Honey Glamping and Wellness Retreat,Safari Tent,Safari Tent,SC,1,226.25,,,,http://www.untamedhoneyglampsites.com/,,,Sage
P0-Safari/Cabin-blank,9762,deadd4d0-1208-4529-a930-1a09b2470620,Flowertown Glampground,Safari Tent,Safari Tent,SC,1,151.25,,,,https://www.facebook.com/FlowertownGlampground,,,Sage
P0-Safari/Cabin-blank,9763,dcdbe7f6-507c-4fab-903c-42d0e5adf4c0,Chattooga River Lodge and Campground,Safari Tent,Safari Tent,SC,1,151.25,,,,https://chattoogalodge.com/,,,Sage
P0-Safari/Cabin-blank,9764,dcdbe7f6-507c-4fab-903c-42d0e5adf4c0,Chattooga River Lodge and Campground,Cabin,Cabin,SC,1,150,,,,https://chattoogalodge.com/,,,Sage
P0-Safari/Cabin-blank,9932,a58938ca-5f23-4953-8074-aac8133c23f6,Backland,Grand Sky Suite ADA,Safari Tent,AZ,1,556.33,,,No,https://www.travelbackland.com/,,,web_research_travelbackland_2026_05
P0-Safari/Cabin-blank,9933,a58938ca-5f23-4953-8074-aac8133c23f6,Backland,Sky Suite,Safari Tent,AZ,1,540.17,,,No,https://www.travelbackland.com/,,,web_research_travelbackland_2026_05
P0-Safari/Cabin-blank,9934,a58938ca-5f23-4953-8074-aac8133c23f6,Backland,Grand Suite,Safari Tent,AZ,1,531.33,,,No,https://www.travelbackland.com/,,,web_research_travelbackland_2026_05
P0-Safari/Cabin-blank,9935,a58938ca-5f23-4953-8074-aac8133c23f6,Backland,Backland Suite,Safari Tent,AZ,1,501.33,,,No,https://www.travelbackland.com/,,,web_research_travelbackland_2026_05
P0-Safari/Cabin-blank,10085,925c1c4e-82c9-49d6-805e-18db3df21492,Log Cabin Wilderness Lodge,Safari Tent,Safari Tent,AK,1,289,,,No,https://www.logcabinwildernesslodge.com,,,Sage; web_research_sauna_2026_05_27
P0-Safari/Cabin-blank,10096,db05cc90-716b-496c-b72c-8f6874caeab1,Huttopia Wine Country,Canadienne Pacific,Safari Tent,CA,1,150,,,,https://canada-usa.huttopia.com/en/,,,Sage
P0-Safari/Cabin-blank,10097,db05cc90-716b-496c-b72c-8f6874caeab1,Huttopia Wine Country,Trappeur Pacific,Safari Tent,CA,1,192.5,,,,https://canada-usa.huttopia.com/en/,,,Sage
P0-Safari/Cabin-blank,10098,db05cc90-716b-496c-b72c-8f6874caeab1,Huttopia Wine Country,Trappeur Duo Pacific,Safari Tent,CA,1,171.25,,,,https://canada-usa.huttopia.com/en/,,,Sage
P0-Safari/Cabin-blank,10099,4b802f57-c33a-4f21-8b3e-0ed4679a2b21,Huttopia Paradise Springs,Canadienne Pacific,Safari Tent,CA,1,152.5,,,,https://canada-usa.huttopia.com/en/,,,Sage
P0-Safari/Cabin-blank,10100,4b802f57-c33a-4f21-8b3e-0ed4679a2b21,Huttopia Paradise Springs,Trappeur Pacific,Safari Tent,CA,1,141.25,,,,https://canada-usa.huttopia.com/en/,,,Sage
P0-Safari/Cabin-blank,10101,4b802f57-c33a-4f21-8b3e-0ed4679a2b21,Huttopia Paradise Springs,Trappeur Duo Pacific,Safari Tent,CA,1,152.5,,,,https://canada-usa.huttopia.com/en/,,,Sage
P0-Safari/Cabin-blank,10122,b0affc2b-2220-4aee-9825-55cd1427a274,Home Field Advantage Farmstead,Glamping Tent,Safari Tent,FL,1,157.5,,,No,https://homefieldadvantagefarm.com,,,Sage
P0-Safari/Cabin-blank,10128,8be728cd-a2a5-43e3-b167-e4d7cd0a114e,Timberline Glamping Co. Clarks Hill Lake,Deluxe Safari Tent,Safari Tent,GA,1,179,,,No,https://www.timberlineglamping.com/clarks-hill,,,Sage
P0-Safari/Cabin-blank,10129,8be728cd-a2a5-43e3-b167-e4d7cd0a114e,Timberline Glamping Co. Clarks Hill Lake,Double Safari Tent,Safari Tent,GA,1,179,,,No,https://www.timberlineglamping.com/clarks-hill,,,Sage
P0-Safari/Cabin-blank,10168,b5bd4969-bddb-48ae-91cd-91c3f78d0756,Hawley Farm Glamping,Juliet,Safari Tent,MO,1,165,,,No,https://www.hawleyfarmglamping.com,,,Sage
P0-Safari/Cabin-blank,10206,69245ad2-6271-417f-80ff-f063f16b2740,Glampful,Group Deluxe,Safari Tent,NY,1,418,,,,https://glampful.com/,,,Sage
P0-Safari/Cabin-blank,10207,69245ad2-6271-417f-80ff-f063f16b2740,Glampful,Family Deluxe,Safari Tent,NY,1,242.5,,,No,https://glampful.com/,,,Sage
P0-Safari/Cabin-blank,10208,69245ad2-6271-417f-80ff-f063f16b2740,Glampful,King Deluxe,Safari Tent,NY,1,221.25,,,No,https://glampful.com/,,,Sage
P0-Safari/Cabin-blank,10209,69245ad2-6271-417f-80ff-f063f16b2740,Glampful,Queen Suite,Safari Tent,NY,1,213,,,No,https://glampful.com/,,,Sage
P0-Safari/Cabin-blank,10228,65b0bdf6-39c6-4148-ab1e-b4534efa2248,Umpqua's Last Resort,Homesteader,Safari Tent,OR,1,175,,No,No,http://www.umpquaslastresort.com/,,,Sage; web_research_hot_tub_2026_05_27
P0-Safari/Cabin-blank,10238,7da52617-2e52-417d-88e3-b6971bec9bac,Outpost Adventures,Buffalo Canvas Tent,Safari Tent,SD,1,135,,,,http://www.outpostadventures.com/,,,Sage
P0-Safari/Cabin-blank,10252,946432a4-c5f2-402b-9aa6-c48eccde7050,Collective Retreats Hill Country,Honeymoon Tent,Safari Tent,TX,1,359,,,No,https://www.collectiveretreats.com/retreat/collective-hill-country/,,,Sage
P0-Safari/Cabin-blank,10253,946432a4-c5f2-402b-9aa6-c48eccde7050,Collective Retreats Hill Country,Family Suite,Safari Tent,TX,1,287,,,No,https://www.collectiveretreats.com/retreat/collective-hill-country/,,,Sage
P0-Safari/Cabin-blank,10257,f4a66596-a81c-4f9c-bb64-3bf24d0ce22d,GLAT Austin,Texas #3,Safari Tent,TX,1,175,,,,https://glataustin.com/,,,Sage
P0-Safari/Cabin-blank,10259,6b27b3a7-2b52-4d30-a91c-a6eba46eff00,Khushatta Hills Ranch,A-Frame,Safari Tent,TX,1,150,,,,https://khushattahillsranch.com/,,,Sage
P0-Safari/Cabin-blank,10263,01919110-e68a-4a32-8df0-964fc9b9aec9,Outdoorsy Hill Country,Luxury Glamping Lodge,Safari Tent,TX,1,230.63,,,,https://outdoorsyhillcountry.com/,,,Sage
P0-Safari/Cabin-blank,10264,01919110-e68a-4a32-8df0-964fc9b9aec9,Outdoorsy Hill Country,Hilltop Hideaway / Luxury Glamping Suite,Safari Tent,TX,1,235,,,No,https://outdoorsyhillcountry.com/,,,Sage
P0-Safari/Cabin-blank,10269,7824773f-426e-4eb0-b4a1-ee646595fb65,Sinya on Lone Man Creek,Sinya,Safari Tent,TX,1,410,,,No,https://www.hillcountrysinya.com/,,,Sage
P0-Safari/Cabin-blank,10306,73c43cb7-39e5-457b-bcff-187a6f9b7c75,Glamping of Jackson Hole,African Safari-Style tents,Safari Tent,WY,1,243.75,,,No,https://glampingofjacksonhole.com/,,,Sage
P0-Safari/Cabin-blank,10324,dd10bd1a-9dc0-4fe4-b0f1-5d7cbfa78b64,Domance Glamping,HoneyHive,Cabin,TX,1,157.5,,,,http://www.domanceglamping.com/,,,Sage
P0-Safari/Cabin-blank,10415,3f8fb0d0-a949-401e-8b08-096e6f1a1a17,Shash Dine' EcoRetreat,KYOOB,Cabin,AZ,1,420,,,No,https://www.shashdine.com/,,,Sage
P0-Safari/Cabin-blank,10425,4b802f57-c33a-4f21-8b3e-0ed4679a2b21,Huttopia Paradise Springs,Chaplain Cabin,Cabin,CA,1,226.25,,,,https://canada-usa.huttopia.com/en/,,,Sage
P0-Safari/Cabin-blank,10431,03973add-9b42-4a1d-a814-bd2d97b3f908,Camp V,Bunk House Cabin,Cabin,CO,1,352.5,,,No,https://www.campv.com/,,,Sage
P0-Safari/Cabin-blank,10432,03973add-9b42-4a1d-a814-bd2d97b3f908,Camp V,Studio Cabin,Cabin,CO,1,183,,,No,https://www.campv.com/,,,Sage
P0-Safari/Cabin-blank,10442,879be8ec-96e0-4781-8f11-89a53e828126,"Glamping Florida, by River Ranch",Saddle Club Cabins,Cabin,FL,1,344.5,,,No,https://www.westgateresorts.com/,,,Sage
P0-Safari/Cabin-blank,10458,c30e638f-8dee-4125-a1c7-7cf492cc7f58,Coy and Wilma's Campsites and Cabins,Big Cabin,Cabin,IL,1,147,,,No,https://www.coyandwilmas.com,,,Sage
P0-Safari/Cabin-blank,10459,c30e638f-8dee-4125-a1c7-7cf492cc7f58,Coy and Wilma's Campsites and Cabins,Medium Cabin,Cabin,IL,1,120,,,No,https://www.coyandwilmas.com,,,Sage
P0-Safari/Cabin-blank,10460,c30e638f-8dee-4125-a1c7-7cf492cc7f58,Coy and Wilma's Campsites and Cabins,Small Cabin,Cabin,IL,1,100,,,No,https://www.coyandwilmas.com,,,Sage
P0-Safari/Cabin-blank,10461,8347b480-e3cd-4895-b200-1f750a65a2c7,Shale Lake,Floating Cabin,Cabin,IL,1,159,,,,https://shalewine.com/home-page,,,Sage
P0-Safari/Cabin-blank,10476,144e34c5-ba80-4c27-aaea-dbbd191b4494,Fredrock,Rustic Rose,Cabin,MO,1,139,,,No,https://www.fredrock.us/,,,Sage
P0-Safari/Cabin-blank,10478,f57c8736-cb9b-430e-86ce-a4f6d9c3046a,Longleaf Piney Resort,Lake House,Cabin,MS,1,380,,,No,https://longleafpineyresort.com,,,Sage
P0-Safari/Cabin-blank,10479,73b983a9-3b09-47f7-9799-23da76458749,Bison Creek Ranch,Beaver Lodge,Cabin,MT,1,275,,,No,https://bisoncreekranch.com,,,Sage
P0-Safari/Cabin-blank,10484,4ccbe46a-49e6-4430-b86a-293e03af4abb,Moravian Falls Family Campground & Cabins,The Villa,Cabin,NC,1,152.5,,,No,https://www.moravianfallscampground.com/?_ga-ft=1Z1KIz.0.0.0.0.4K0ZOv-1PX66Pv.0.0,,,Sage
P0-Safari/Cabin-blank,10485,4ccbe46a-49e6-4430-b86a-293e03af4abb,Moravian Falls Family Campground & Cabins,The Cabin,Cabin,NC,1,128.75,,,No,https://www.moravianfallscampground.com/?_ga-ft=1Z1KIz.0.0.0.0.4K0ZOv-1PX66Pv.0.0,,,Sage
P0-Safari/Cabin-blank,10486,45e418ea-1669-4eb1-b6ce-45f9eb7a2087,Rusty's Roost Rentals,Cabin,Cabin,NC,1,176.25,,,No,https://rustysroostnc.com,,,Sage
P0-Safari/Cabin-blank,10496,1287d85c-10d6-4815-ac49-f65bb6edd555,Camp Catskills,Hilltop Premier Cabin,Cabin,NY,1,130,,,No,https://campcatskillsrvpark.com,,,Sage
P0-Safari/Cabin-blank,10519,7f718634-16a8-41ae-a95a-ec1d2dce9a92,Deerpath Cabins,Coyote Run Cabin,Cabin,PA,1,179,,,No,https://www.deerpathcabin.com,,,Sage
P0-Safari/Cabin-blank,10520,7f718634-16a8-41ae-a95a-ec1d2dce9a92,Deerpath Cabins,Little Bear Camp,Cabin,PA,1,161.2,,,No,https://www.deerpathcabin.com,,,Sage
P0-Safari/Cabin-blank,10521,7f718634-16a8-41ae-a95a-ec1d2dce9a92,Deerpath Cabins,Deerpath Cabin,Cabin,PA,1,90,,,No,https://www.deerpathcabin.com,,,Sage
P0-Safari/Cabin-blank,10523,8a892d66-34a5-40af-9487-c40ede65502a,Saluda Outdoor Center,Family Camping Pod,Cabin,SC,1,117,,,No,https://www.saludaoutdoorcenter.com/lodging,,,Sage
P0-Safari/Cabin-blank,10524,cc0df0a7-9a9e-453c-8b8a-81313fbfafe9,Bear Den Cabins & Camp,Rustic Cabin,Cabin,SD,1,65,,,,https://beardencabinsandcamp.com/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB,,,Sage
P0-Safari/Cabin-blank,10533,c0f80c53-cb26-4f40-8ee9-9485b72a83bf,Cathys Dream Glamping,Mellow Yellow Cabin,Cabin,TX,1,178.75,,,,http://www.dreamglamping.com/,,,Sage
P0-Safari/Cabin-blank,10534,c0f80c53-cb26-4f40-8ee9-9485b72a83bf,Cathys Dream Glamping,Grasshopper Getaway Cabin,Cabin,TX,1,183.75,,,,http://www.dreamglamping.com/,,,Sage
P0-Safari/Cabin-blank,10537,f4a66596-a81c-4f9c-bb64-3bf24d0ce22d,GLAT Austin,Glat #3,Cabin,TX,1,175,,,,https://glataustin.com/,,,Sage
P0-Safari/Cabin-blank,10547,f681a445-3519-4d98-be68-5c0a48f83656,Alpine Lakes Lodge,Lodge,Cabin,WA,1,850,,,No,https://alpinelakeslodge.com/,,,Sage
P0-Safari/Cabin-blank,10672,4c22f20d-975f-4813-92aa-7659db882668,Postcard Cabins Hocking Hills,,Cabin,OH,1,250,,,,https://www.marriott.com/en-us/hotels/cmhhh-postcard-cabins-hocking-hills-outdoor-collection-bonvoy/overview/,,,Sage
P0-Safari/Cabin-blank,10675,a44736de-5cb1-4c20-bf04-5ec50893675c,Postcard Cabins Shenandoah North,,Cabin,VA,1,251.25,,,,https://www.marriott.com/en-us/hotels/shdsn-postcard-cabins-shenandoah-north-outdoor-collection-bonvoy/overview/,,,Sage
P0-Safari/Cabin-blank,10843,d732c43a-e231-4dfb-b535-65816db127e6,Ithaca by Firelight Camp,,Safari Tent,NY,1,246.25,,Yes,,https://firelightcamps.com/,,,Glamping.com; web_research_hot_tub_2026_05_28
P0-Safari/Cabin-blank,10883,1732b969-26c6-4147-a2b4-931e16d4adcf,Outdoors Elevated,Royal Tent,Safari Tent,UT,1,218.75,,,,https://theoutdoorselevated.net/,,,Web Research 2025 - Utah Focus
P0-Safari/Cabin-blank,10895,28e6edff-b668-4e00-86c7-67a7d27253e0,Mt. Hood Tiny House Village,Tiny House,Cabin,OR,1,175.63,,,Yes,https://www.mthoodtinyhouse.com/,,,Web Research 2025 - Oregon Focus
P0-Safari/Cabin-blank,10900,65b68658-29ed-48a3-9ce7-26b6a5ddc236,The Hill - Olympic Peninsula Glamping,Safari Tent,Safari Tent,WA,1,163.75,,,,https://www.olympicpeninsulaglamping.com/,,,Web Research 2025
P0-Safari/Cabin-blank,10930,24838276-9f5c-4ee4-8a44-2adb3eefce6e,Flamingo Everglades Glamping Tents,Safari Tent,Safari Tent,FL,1,157.5,,,,https://flamingoeverglades.com/,,,Web Research 2025
P0-Safari/Cabin-blank,10932,723e7d6c-453f-4bc5-9275-00e015441a3a,Safari Wilderness Glamping,Safari Tent,Safari Tent,FL,1,260,,,,https://safariwilderness.com/,,,Web Research 2025
P0-Safari/Cabin-blank,11313,2fcd6147-2c08-4112-b2a5-c23c7152dc43,Redfish Lake Lodge,,Cabin,ID,1,250,,No,,https://www.redfishlake.com,,,OpenAI Research
P0-Safari/Cabin-blank,11508,14a0d295-0df6-4ea2-bc9a-9823c67ef6ae,Timberline Glamping at Kingston Downs,Deluxe Safari Tent,Safari Tent,GA,1,168.5,,,,https://kingstondowns.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11509,14a0d295-0df6-4ea2-bc9a-9823c67ef6ae,Timberline Glamping at Kingston Downs,Double Safari Tent,Safari Tent,GA,1,168.5,,,,https://kingstondowns.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11511,7a37d2a5-d378-45bb-82b4-93eba7ea205d,Timberline Glamping at Lake Lanier River Forks,Deluxe Safari Tent,Safari Tent,GA,1,212,,,,https://riverforks.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11512,7a37d2a5-d378-45bb-82b4-93eba7ea205d,Timberline Glamping at Lake Lanier River Forks,Double Safari Tent,Safari Tent,GA,1,212,,,,https://riverforks.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11514,bf189a9d-fa5e-49b6-9b59-dece38f04ac2,Timberline Glamping at Lula,Deluxe Safari Tent,Safari Tent,GA,1,265,,,,https://lula.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11532,2c7cc642-7bde-4914-aae6-06180e93de32,Timberline Glamping at Williamsburg,Deluxe Safari Tent,Safari Tent,VA,1,58.25,,,,https://williamsburg.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11533,2c7cc642-7bde-4914-aae6-06180e93de32,Timberline Glamping at Williamsburg,Double Safari Tent,Safari Tent,VA,1,58.25,,,,https://williamsburg.tlglamping.com/,,,Manual Research
P0-Safari/Cabin-blank,11578,1ae105c8-ef01-471e-972f-f481763d7f57,Mossquatch Resort,Trapper Cabin,Cabin,WA,1,376.25,,,,https://resnexus.com/resnexus/reservations/book/61FB2386-B719-4DA9-8F87-F86A2A9E8065,,,web_research_mossquatch_resnexus_2026_05
