id,research_segment,property_name,site_name,city,state,zip_code,country,url,lat,lon,distance_miles,distance_band,nearest_anchor,drive_time_hours,unit_type,property_type,quantity_of_units,property_total_sites,brand_id,is_open,research_status,discovery_source,rate_avg_retail_daily_rate,rate_winter_weekday,rate_winter_weekend,rate_spring_weekday,rate_spring_weekend,rate_summer_weekday,rate_summer_weekend,rate_fall_weekday,rate_fall_weekend,rate_unit_rates_by_year,cohort_winter_weekday,cohort_winter_weekend,cohort_summer_weekday,cohort_summer_weekend,has_url,rate_definition
47,winter_missing_no_seasonal,Enchanted Forest Retreat,,Golden,BC,V0A 1H0,Canada,https://www.enchantedforestretreat.com,51.2964,-116.9825,36.8,30-50,Lake Louise Ski Resort,1.2,Treehouse,Glamping,9,9,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10219,winter_missing_has_summer_only,Naturluxe & Stars,Safari Tent,Watkins Glen,NY,14891,United States,http://www.naturluxeandstars.com/,42.3468937,-76.9192075,37,30-50,Bristol Mountain,1.2,Safari Tent,Glamping,8,27,,Yes,published,Sage,694.5,,,670,698,670,740,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":670,""weekend"":698},""summer"":{""weekday"":670,""weekend"":740},""winter"":{""weekday"":null,""weekend"":null}}}",,,670,740,true,winter_weekday_or_weekend
31,winter_missing_no_seasonal,Treehouse Point,,Fall City,WA,98024,United States,https://www.treehousepoint.com,47.5641,-121.8886,39.3,30-50,Stevens Pass,1.3,Treehouse,Glamping,6,6,,Yes,published,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10697,winter_missing_has_summer_only,Camp Moose Trail,Double Tent,Golden,BC,V0A 0A0,Canada,https://www.campmoosetrail.ca/,51.45958,-117.07989,39.6,30-50,Lake Louise Ski Resort,1.3,Safari Tent,Glamping,10,10,,Yes,published,Sage,488.33,,,,507,488,470,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":507},""summer"":{""weekday"":488,""weekend"":470},""winter"":{""weekday"":null,""weekend"":null}}}",,,488,470,true,winter_weekday_or_weekend
10777,winter_missing_has_summer_only,Station Chêne Rouge : Glamping et Mariages en Nature à North Hatley | Mini-Chalets & Tentes Safari,Les Mini Chalets,Hatley,QC,,Canada,https://stationchenerouge.com/,45.3234815,-71.9159687,40.7,30-50,Jay Peak,1.4,Cabin,Glamping,16,22,,Yes,published,Sage,175,,,,,175,175,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":175,""weekend"":175},""winter"":{""weekday"":null,""weekend"":null}}}",,,175,175,true,winter_weekday_or_weekend
10180,winter_missing_has_summer_only,Under Canvas West Yellowstone,Suite Tent,West Yellowstone,MT,59758,United States,https://www.undercanvas.com/camps/yellowstone/,44.697983,-111.211191,41.3,30-50,Big Sky Resort,1.4,Safari Tent,Glamping,18,103,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_28,688,,,574,689,758,890,551,666,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":692,""weekend"":692},""winter"":{""weekday"":null,""weekend"":null}}}",,,758,890,true,winter_weekday_or_weekend
41,winter_missing_no_seasonal,Outaouais Treehouses,,Montebello,QC,J0V 1L0,Canada,https://www.treetopoutaouais.com,45.6501,-74.9494,42.7,30-50,Mont Tremblant,1.4,Treehouse,Glamping,6,6,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11470,winter_missing_no_seasonal,Wander Camp Bear Lake,King Tent,Garden City,UT,84028,United States,https://thewandercamp.com/glamping/utah/bear-lake,41.9453,-111.3956,43.8,30-50,Powder Mountain,1.5,Bell Tent,Glamping,17,,77e1efee-2642-4738-860b-7153a44e22a8,Yes,published,Manual Research,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10684,winter_missing_has_summer_only,Radius Retreat,16' Yurts,Radium Hot Springs,BC,V0A 1M0,Canada,https://www.radiusretreat.com/,50.6427836,-116.0765908,44,30-50,Mount Norquay,1.5,Yurt,Glamping,8,11,,Yes,published,Sage,212,,,212,212,212,212,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":212,""weekend"":212},""summer"":{""weekday"":212,""weekend"":212},""winter"":{""weekday"":null,""weekend"":null}}}",,,212,212,true,winter_weekday_or_weekend
10277,winter_missing_has_summer_only,Conestoga Ranch,Grand Family Tent,Garden City,UT,84028,United States,https://conestogaranch.com,41.9533389,-111.4028093,44.1,30-50,Powder Mountain,1.5,Safari Tent,Glamping,8,40,,Yes,published,Sage; web_research_hot_tub_2026_05_27,479,,,,,479,479,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":479,""weekend"":479},""winter"":{""weekday"":null,""weekend"":null}}}",,,479,479,true,winter_weekday_or_weekend
190,winter_missing_no_seasonal,Auberge du Lac Taureau,,Saint-Michel-des-Saints,QC,J0K 3B0,Canada,https://www.lactaureau.com/,46.6667,-73.9167,44.6,30-50,Mont Tremblant,1.5,Luxury Cabin,Outdoor Boutique Hotel,30,30,,Yes,in_progress,OpenAI Research - Luxury Cabins,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10080,winter_missing_has_summer_only,Postcard Cabins Skagit Valley,Two Bed Cabin,Mount Vernon,WA,98274,United States,https://www.marriott.com/en-us/hotels/blisv-postcard-cabins-skagit-valley-outdoor-collection-bonvoy/overview/,48.3285438,-122.2176723,45,30-50,Mt. Baker Ski Area,1.5,Tiny Home,Glamping,18,36,ea901c21-2adf-47e9-b213-b06c94c7f4ca,Yes,published,Sage,138.5,,,117,203,117,117,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":117,""weekend"":203},""summer"":{""weekday"":117,""weekend"":117},""winter"":{""weekday"":null,""weekend"":null}}}",,,117,117,true,winter_weekday_or_weekend
10163,winter_missing_has_summer_only,Beaver Island Retreat,Safari Tents,Beaver Island,MI,49782,United States,https://beaverislandretreat.com,45.6895421,-85.5271033,46.4,30-50,Boyne Mountain Resort,1.5,Safari Tent,Glamping,10,10,,Yes,published,Sage,249,,,249,289,229,229,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":249,""weekend"":289},""summer"":{""weekday"":229,""weekend"":229},""winter"":{""weekday"":null,""weekend"":null}}}",,,229,229,true,winter_weekday_or_weekend
10113,winter_missing_has_summer_only,Black Tree Resort,Tents,Lake George,CO,80827,United States,https://blacktreeresort.com,38.9601033,-105.4612555,47.5,30-50,Breckenridge,1.6,Safari Tent,Glamping,13,13,,Yes,published,Sage,655,,,,,655,655,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":655,""weekend"":655},""winter"":{""weekday"":null,""weekend"":null}}}",,,655,655,true,winter_weekday_or_weekend
10711,winter_missing_has_summer_only,Elevated Escapes Glamping,Domes,"Bragg Creek,",AB,,Canada,https://elevatedescapes.ca/,50.971113,-114.5622041,47.8,30-50,Mount Norquay,1.6,Dome,Glamping,6,9,,Yes,published,Sage,207,,,,,204,210,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":204,""weekend"":210},""winter"":{""weekday"":null,""weekend"":null}}}",,,204,210,true,winter_weekday_or_weekend
10719,winter_missing_has_summer_only,Backeddy Resort,Glamping / Forest Dome,Egmont,BC,,Canada,https://backeddy.ca/,49.7569159,-123.9400442,50.6,50-75,Whistler Blackcomb,1.7,Dome,Glamping,5,20,,Yes,published,Sage,164,,,,,169,159,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":169,""weekend"":159},""winter"":{""weekday"":null,""weekend"":null}}}",,,169,159,true,winter_weekday_or_weekend
10204,winter_missing_has_summer_only,Firelight Camps,2 Queen Beds/King Bed Tent,Ithaca,NY,14850,United States,https://firelightcamps.com/,42.4022231,-76.5022128,51.7,50-75,Bristol Mountain,1.7,Safari Tent,Glamping,14,19,46b15e5b-ed47-40b5-8bba-35cda70a0955,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,309.75,,,179,324,350,386,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":179,""weekend"":324},""summer"":{""weekday"":350,""weekend"":386},""winter"":{""weekday"":null,""weekend"":null}}}",,,350,386,true,winter_weekday_or_weekend
9780,winter_missing_has_summer_only,Royal Gorge Yurts,Yurts,Cañon City,CO,81212,United States,https://www.royalgorgeyurts.com/,38.4854914,-105.3749708,51.8,50-75,Monarch Mountain,1.7,Yurt,Glamping,10,14,,Yes,published,Sage,212.25,,,199,210,210,230,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":199,""weekend"":210},""summer"":{""weekday"":210,""weekend"":230},""winter"":{""weekday"":null,""weekend"":null}}}",,,210,230,true,winter_weekday_or_weekend
10567,winter_missing_has_summer_only,Under Canvas Yosemite,El captain suite,Groveland,CA,95321,United States,https://www.undercanvas.com/camps/yosemite/,37.8190942,-119.9568212,52.2,50-75,Mammoth Mountain,1.7,Safari Tent,Glamping,4,16,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_hot_tub_2026_05_27,1197.17,,,999,1199,1319,1548,959,1159,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":1374,""weekend"":1649},""summer"":{""weekday"":1374,""weekend"":1374},""winter"":{""weekday"":null,""weekend"":null}}}",,,1319,1548,true,winter_weekday_or_weekend
10688,winter_missing_has_summer_only,Yourtes Glamping du Poisson Blanc,Yurts,Notre-Dame-du-Laus,QC,,Canada,https://www.yourtespb.com/,46.1087199,-75.7039965,54,50-75,Mont Tremblant,1.8,Yurt,Glamping,5,5,,Yes,published,Sage,245,,,,,245,245,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":245,""weekend"":245},""winter"":{""weekday"":null,""weekend"":null}}}",,,245,245,true,winter_weekday_or_weekend
10118,winter_missing_has_summer_only,Rustic Rook Resort,Estate Tents,Mosca,CO,81146,United States,https://rusticrookresort.com,37.6486511,-105.7976028,55.8,50-75,Wolf Creek Ski Area,1.9,Safari Tent,Glamping,5,30,,Yes,published,Sage; web_research_hot_tub_2026_05_28,319.75,,,325,350,302,302,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":325,""weekend"":350},""summer"":{""weekday"":302,""weekend"":302},""winter"":{""weekday"":null,""weekend"":null}}}",,,302,302,true,winter_weekday_or_weekend
10679,winter_missing_has_summer_only,Cape Carraholly Retreat,Yurt,Port Moody,BC,V3H 5B6,Canada,https://www.carrahollyretreat.com/,49.2956007,-122.9090593,56.6,50-75,Whistler Blackcomb,1.9,Yurt,Glamping,5,9,,Yes,published,Sage,251.5,,,,,215,288,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":215,""weekend"":288},""winter"":{""weekday"":null,""weekend"":null}}}",,,215,288,true,winter_weekday_or_weekend
10373,winter_missing_has_summer_only,WV Glamping Domes,Glamping Domes,Alderson,WV,24910,United States,https://wvglampingdomes.com/,37.751104,-80.6183139,56.7,50-75,Snowshoe Mountain,1.9,Dome,Glamping,5,5,,Yes,published,Sage; web_research_hot_tub_2026_05_28,310.5,,,,,298,323,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":298,""weekend"":323},""winter"":{""weekday"":null,""weekend"":null}}}",,,298,323,true,winter_weekday_or_weekend
9915,winter_missing_has_summer_only,Tipi Village Retreat,2 Person Tipis,Marcola,OR,97454,United States,http://tipivillageretreat.com/,44.1898464,-122.8036084,57.4,50-75,Mt. Bachelor,1.9,Tipi,Glamping,4,7,,Yes,published,Sage,160,,,,,160,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":160,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,160,,true,winter_weekday_or_weekend
166,winter_missing_no_seasonal,Airstream Glamping Resort,,Vancouver,BC,V6G 1Z4,Canada,https://www.airstreamglampingvancouver.com,49.2827,-123.1207,58,50-75,Whistler Blackcomb,1.9,Airstream,Glamping,10,10,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
9505,winter_missing_has_summer_only,Firefall Ranch,One Bedroom Cottages,Groveland,CA,95321,United States,https://www.firefallranch.com/,37.8148796,-120.1089988,60.1,50-75,Kirkwood Mountain Resort,2,Cabin,Glamping,55,55,,Yes,published,Sage; web_research_hot_tub_2026_05_27,542,,,459,486,675,675,429,528,"{""2026"":{""fall"":{""weekday"":429,""weekend"":528},""spring"":{""weekday"":459,""weekend"":486},""summer"":{""weekday"":675,""weekend"":675},""winter"":{""weekday"":null,""weekend"":null}}}",,,675,675,true,winter_weekday_or_weekend
9969,winter_missing_has_summer_only,Huttopia Southern Maine,Vista,Sanford,ME,04073,United States,https://canada-usa.huttopia.com/en/site/southern-maine/,43.3936594,-70.7548321,62,50-75,Loon Mountain Ski Resort,2.1,Tiny Home,Glamping,23,107,7b37a1a6-e88e-41f2-943c-bd96d013100a,Yes,published,Sage; web_research_hot_tub_2026_05_27,404.25,,,185,600,416,416,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":185,""weekend"":600},""summer"":{""weekday"":416,""weekend"":416},""winter"":{""weekday"":null,""weekend"":null}}}",,,416,416,true,winter_weekday_or_weekend
11457,winter_missing_no_seasonal,The Lodge and Spa at Brush Creek Ranch,,Saratoga,WY,82331,United States,https://www.brushcreekranch.com,41.3725,-106.8376,63.1,50-75,Steamboat,2.1,Cabin,Outdoor Boutique Hotel,39,,,Yes,published,Tavily Search (Canada),,,,,,,,,,,,,,,true,winter_weekday_or_weekend
168,winter_missing_no_seasonal,Quebec Vintage Airstream Park,,Montreal,QC,H3B 1X8,Canada,https://www.quebecairstreampark.com,45.5017,-73.5673,64.3,50-75,Jay Peak,2.1,Airstream,Glamping,8,8,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10670,winter_missing_has_summer_only,Glamping Tent,Canvas Tent,"Ave, Monument",CO,80132,United States,https://monumentglamping.com/,39.0757787,-104.8699646,66.3,50-75,Arapahoe Basin,2.2,,Glamping,8,8,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_28,300,,,,,300,300,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":300,""weekend"":300},""winter"":{""weekday"":null,""weekend"":null}}}",,,300,300,true,winter_weekday_or_weekend
170,winter_missing_no_seasonal,Prairie Airstream Escape,,Calgary,AB,T2P 1J9,Canada,https://www.prairieairstreamescape.com,51.0447,-114.0719,67.1,50-75,Mount Norquay,2.2,Airstream,Glamping,5,5,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10304,winter_missing_has_summer_only,Pampered Wilderness,Timber Framed Safari Tent,Olympia,WA,98512,United States,http://pamperedwilderness.com/,46.9150377,-122.9134966,67.9,50-75,Crystal Mountain,2.3,Safari Tent,Glamping,6,6,,Yes,published,Sage,245,,,,,245,245,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":245,""weekend"":245},""winter"":{""weekday"":null,""weekend"":null}}}",,,245,245,true,winter_weekday_or_weekend
9839,winter_missing_has_summer_only,Lakedale Resort,yurts,"Friday Harbor,",WA,98250,United States,https://www.lakedale.com/,48.5766159,-123.0852011,68.2,50-75,Mt. Baker Ski Area,2.3,Yurt,Glamping,7,47,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,449,,,,,439,459,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":439,""weekend"":459},""winter"":{""weekday"":null,""weekend"":null}}}",,,439,459,true,winter_weekday_or_weekend
9765,winter_missing_has_summer_only,Orca Island Cabins,Yurt Cabins,Seward,AK,99664,United States,https://orcaislandcabins.com/,59.977208,-149.29528,69,50-75,Alyeska Resort,2.3,Yurt,Glamping,8,8,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_28,910,,,,,910,910,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":910,""weekend"":910},""winter"":{""weekday"":null,""weekend"":null}}}",,,910,910,true,winter_weekday_or_weekend
45,winter_missing_no_seasonal,Canopée Lit,,Sacré-Coeur,QC,G0T 1Y0,Canada,https://www.canopeelit.com,48.2333,-70.0833,70.3,50-75,Le Massif de Charlevoix,2.3,Treehouse,Glamping,6,6,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10120,winter_missing_has_other_seasons,White Pines Campsites,Tents,Barkhamsted,CT,06063,United States,https://whitepinescampsites.com/,41.9397088,-73.0381311,70.8,50-75,Mount Snow,2.4,Safari Tent,Glamping,10,17,,Yes,published,Sage; web_research_hot_tub_2026_05_28,55,,,55,55,,,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":55,""weekend"":55},""summer"":{""weekday"":null,""weekend"":null},""winter"":{""weekday"":null,""weekend"":null}}}",,,,,true,winter_weekday_or_weekend
36,winter_missing_no_seasonal,In The Trees,,Amherst,VA,24521,United States,https://www.inthetreesmaine.com/,37.6563,-79.1092,70.9,50-75,Snowshoe Mountain,2.4,Treehouse,Glamping,5,5,,Yes,published,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
69,winter_missing_no_seasonal,Outaouais Treehouse Village,,Denholm,QC,J8N 9Z9,Canada,https://outaouaistreehousevillage.com,45.7333,-75.9,71.3,50-75,Mont Tremblant,2.4,Treehouse,Glamping,10,10,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10401,winter_missing_has_summer_only,Alpenglow Luxury Camping,Mountain View Tents,"Sutton-Alpine,",AK,99674,United States,https://www.alpenglowluxurycamping.com/,61.7958689,-147.7768313,71.9,50-75,Alyeska Resort,2.4,Canvas Tent,Glamping,4,8,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,184,,,,,178,190,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":null,""weekend"":null},""summer"":{""weekday"":178,""weekend"":190},""winter"":{""weekday"":null,""weekend"":null}}}",,,178,190,true,winter_weekday_or_weekend
10148,winter_missing_has_summer_only,Sandy Pines Campground,Family Glamp Tent,Kennebunkport,ME,04046,United States,https://sandypinescamping.com/,43.4011822,-70.4318223,73.9,50-75,Loon Mountain Ski Resort,2.5,Safari Tent,Glamping,9,280,,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,397.33,,,287,,449,456,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":287,""weekend"":null},""summer"":{""weekday"":449,""weekend"":456},""winter"":{""weekday"":null,""weekend"":null}}}",,,449,456,true,winter_weekday_or_weekend
114,winter_missing_no_seasonal,Yurtopia,,Gatineau,QC,J8X 3Y3,Canada,https://www.yurtopia.ca,45.4765,-75.7013,74,50-75,Mont Tremblant,2.5,Yurt,Glamping,7,7,,Yes,in_progress,OpenAI Research - Yurts,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
173,winter_missing_no_seasonal,Forest Airstream Lodge,,Ottawa,ON,K1A 0A1,Canada,https://www.forestairstreamlodge.com,45.4215,-75.6972,76.6,75+,Mont Tremblant,2.6,Airstream,Glamping,7,7,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
169,winter_missing_no_seasonal,Airstream Haven,,Victoria,BC,V8W 1N4,Canada,https://www.airstreamhavenvictoria.com,48.4284,-123.3656,83.7,75+,Mt. Baker Ski Area,2.8,Airstream,Glamping,6,6,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10293,winter_missing_has_summer_only,Under Canvas Moab,Suite Tent,Moab,UT,84532,United States,https://www.undercanvas.com/camps/moab/,38.6858153,-109.6922375,87,75+,Powderhorn Mountain Resort,2.9,Safari Tent,Glamping,5,41,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,598,,,499,599,659,773,479,579,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":769,""weekend"":null},""summer"":{""weekday"":439,""weekend"":439},""winter"":{""weekday"":null,""weekend"":null}}}",,,659,773,true,winter_weekday_or_weekend
96,winter_missing_no_seasonal,Prince Edward County Safari Retreat,,Picton,ON,K0K 2T0,Canada,https://www.princeedwardcountysafariretreat.com,44.0001,-77.25,87.1,75+,Bristol Mountain,2.9,Safari Tent,Glamping,10,10,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
11466,winter_missing_no_seasonal,Klahoose Wilderness Resort,,Desolation Sound,BC,,Canada,https://www.klahooseresort.com,50.1271,-124.9169,87.3,75+,Whistler Blackcomb,2.9,Cabin,Glamping,4,,,Yes,in_progress,Google News RSS,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
94,winter_missing_no_seasonal,Lake Superior Safari Lodge,,Thunder Bay,ON,P7A 0A1,Canada,https://www.lakesuperiorsafarilodge.com,48.3809,-89.2477,87.5,75+,Mount Bohemia,2.9,Safari Tent,Glamping,9,9,,Yes,in_progress,OpenAI Research - Safari Tents,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
9900,winter_missing_has_summer_only,Lake Compounce,Deluxe Tipi,Bristol,CT,06010,United States,https://lagolinda.com/,41.6388123,-72.9227907,88.8,75+,Belleayre Mountain,3,Tipi,Glamping,5,131,,Yes,published,Sage; web_research_hot_tub_2026_05_27,62.25,,,44,59,64,82,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":44,""weekend"":59},""summer"":{""weekday"":64,""weekend"":82},""winter"":{""weekday"":null,""weekend"":null}}}",,,64,82,true,winter_weekday_or_weekend
10156,winter_missing_has_summer_only,Under Canvas Acadia,Stargazer with Kids Tent,Surry,ME,04684,United States,https://www.undercanvas.com/camps/acadia/,44.4939206,-68.4476551,98.8,75+,Sugarloaf,3.3,Safari Tent,Glamping,4,63,2a78831f-3c15-4b52-b5a3-6c249f6a86a3,Yes,published,Sage; web_research_hot_tub_2026_05_27,811.17,,,677,812,894,1049,650,785,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":747,""weekend"":923},""summer"":{""weekday"":769,""weekend"":769},""winter"":{""weekday"":null,""weekend"":null}}}",,,894,1049,true,winter_weekday_or_weekend
71,winter_missing_no_seasonal,Sooke Treehouse Resort,,Sooke,BC,V9Z 1G1,Canada,https://sooketreehouseresort.com,48.3744,-123.7373,100.9,75+,Mt. Baker Ski Area,3.4,Treehouse,Glamping,7,7,,Yes,in_progress,OpenAI Research - Treehouses,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
167,winter_missing_no_seasonal,Ontario Airstream Retreat,,Toronto,ON,M5V 2T6,Canada,https://www.ontarioairstreamretreat.com,43.6532,-79.3832,102.7,75+,Holiday Valley,3.4,Airstream,Glamping,7,7,,Yes,in_progress,OpenAI Research - Airstreams,,,,,,,,,,,,,,,true,winter_weekday_or_weekend
10150,winter_missing_has_summer_only,Terramor Outdoor Resort,Moosewood Tent,Bar Harbor,ME,04609,United States,https://terramoroutdoorresort.com,44.4047073,-68.3418369,106,75+,Sugarloaf,3.5,Safari Tent,Glamping,4,64,090c7464-a96e-4b16-832d-d9a144331480,Yes,published,Sage; web_research_sauna_2026_05_27; web_research_hot_tub_2026_05_27,619.5,,,594,610,604,670,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":594,""weekend"":610},""summer"":{""weekday"":604,""weekend"":670},""winter"":{""weekday"":null,""weekend"":null}}}",,,604,670,true,winter_weekday_or_weekend
10161,winter_missing_has_summer_only,Woods of Eden Glampground,Tents #2-6,Bar Harbor,ME,04609,United States,https://www.woodsofeden.com/,44.4347061,-68.3069506,106.8,75+,Sugarloaf,3.6,Safari Tent,Glamping,5,6,,Yes,published,Sage; web_research_hot_tub_2026_05_28,392.5,,,375,375,410,410,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":375,""weekend"":375},""summer"":{""weekday"":410,""weekend"":410},""winter"":{""weekday"":null,""weekend"":null}}}",,,410,410,true,winter_weekday_or_weekend
10561,winter_missing_has_summer_only,Wander Camp Olympic,Bryce Canyon - Escalante Family Tent,Port Angeles,WA,98363,United States,https://thewandercamp.com/glamping/locations?_gl=1*1hxab6h*_ga*MzMyNzYwOTkzLjE3MzEwMTMzNTk.*_ga_4E8QBD28QF*MTczMTAxMzM1OC4xLjEuMTczMTAxMzM2Mi4wLjAuMA..,48.0729184,-123.6676326,107.2,75+,Mt. Baker Ski Area,3.6,Bell Tent,Glamping,4,,77e1efee-2642-4738-860b-7153a44e22a8,Yes,published,Sage,118,,,110,112,117,133,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":110,""weekend"":112},""summer"":{""weekday"":117,""weekend"":133},""winter"":{""weekday"":null,""weekend"":null}}}",,,117,133,true,winter_weekday_or_weekend
9564,winter_missing_has_summer_only,Two Capes Lookout,Geodesic Dome,Cloverdale,OR,97112,United States,https://twocapeslookout.com/,45.2499899,-123.9648695,109.7,75+,Timberline Lodge,3.7,Dome,Glamping,15,15,,Yes,published,Sage,300.5,,,278,278,323,323,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":278,""weekend"":278},""summer"":{""weekday"":323,""weekend"":323},""winter"":{""weekday"":null,""weekend"":null}}}",,,323,323,true,winter_weekday_or_weekend
10031,winter_missing_has_summer_only,Happydale Retreat,Cabin,Cambridge,OH,43725,United States,https://glamplyfe.com,40.0027967,-81.5133931,117.5,75+,Seven Springs Mountain Resort,3.9,Tiny Home,Glamping,20,,,Yes,published,Sage,155,,,145,165,145,165,,,"{""2025"":{""fall"":{""weekday"":null,""weekend"":null},""spring"":{""weekday"":145,""weekend"":165},""summer"":{""weekday"":145,""weekend"":165},""winter"":{""weekday"":null,""weekend"":null}}}",,,145,165,true,winter_weekday_or_weekend
