queue,property_id,property_name,city,state,url,open_status,known_year,blank_rows,row_count
fully_blank,53937332-9514-4e1e-9b74-680cbc1c3389,The Shady Dell,Bisbee,AZ,http://theshadydell.com/,open,,1,1
fully_blank,597a1b8a-8348-4ae9-8aea-6326915b0e03,The Sky Retreat at Westwater,Moab,UT,https://www.grandcountyutah.net/CivicAlerts.asp?AID=286&ARC=467,proposed,,1,1
fully_blank,3566f6a0-9a83-4a90-bb50-4c99b480dc5f,The Yurtopian Wimberley,Wimberley,TX,https://theyurtopian.com/book-glamping-in-texas-hill-country/,open,,6,6
fully_blank,14a0d295-0df6-4ea2-bc9a-9823c67ef6ae,Timberline Glamping at Kingston Downs,Rome,GA,https://kingstondowns.tlglamping.com/,open,,3,3
fully_blank,7a37d2a5-d378-45bb-82b4-93eba7ea205d,Timberline Glamping at Lake Lanier River Forks,Gainesville,GA,https://riverforks.tlglamping.com/,open,,3,3
fully_blank,bf189a9d-fa5e-49b6-9b59-dece38f04ac2,Timberline Glamping at Lula,Lula,GA,https://lula.tlglamping.com/,open,,3,3
fully_blank,ffbb1bd6-a231-4912-90fd-fc4f35ef6e1a,Timberline Glamping at Pine Acres,Acworth,GA,https://lakeallatoona.tlglamping.com/,open,,1,1
fully_blank,2c7cc642-7bde-4914-aae6-06180e93de32,Timberline Glamping at Williamsburg,Williamsburg,VA,https://williamsburg.tlglamping.com/,open,,3,3
fully_blank,eb462331-603a-438e-a482-6acda3f39750,Tin Roof Cabin Resort,Moab,UT,https://www.grandcountyutah.net/CivicAlerts.asp?AID=310&ARC=519,proposed,,1,1
fully_blank,8ad55a16-d31a-48b4-9504-ffd6b1d54f5d,Trail Lakes Campground,Ochopee,FL,https://www.evergladescamping.net/,open,,2,2
fully_blank,c4e8f2a1-7b3d-4f9e-a156-0b2e4d8c9f31,Treebox,Walnut Creek,OH,https://www.treeboxstays.com/Accommodations/The-Dwell-House.html,open,,8,8
fully_blank,e37464c8-5acf-438d-b3ad-d37105868d95,Treehouse Resort at River Road,New Braunfels,TX,https://www.treehouseresort.com,open,,1,1
fully_blank,acac94a6-b62c-41f8-9815-7c856ca97103,Treetop Villas at Mirror Lake,Wisconsin Dells,WI,https://www.treetopvillas.com,open,,1,1
fully_blank,91308d0e-ed9f-48ee-b682-e34bb1734314,Triple G's Resort,Essex,MT,https://www.triplegsresort.com/,open,,1,1
fully_blank,00616bd2-e669-4ada-94cd-32efb6d695ca,Trout Creek Wilderness Lodge,Molalla,OR,https://www.troutcreekwildernesslodge.com/,open,,1,1
fully_blank,cdecdd89-16b7-4685-8270-81c20f88b1a5,Tu Tu' Tun Lodge,Gold Beach,OR,https://tututun.com/,open,,1,1
fully_blank,db89ebba-eb1a-4904-9a4d-b049c6f9958e,Twin Lakes Camp Resort,DeFuniak Springs,FL,https://twinlakescampresort.com/,open,,3,3
fully_blank,506529fd-918d-47a6-952e-3075eda9246d,UDOSCAPE,Lago Vista,TX,https://www.udoscape.com,open,,1,1
fully_blank,c3231e55-5cd9-4ca6-bc42-f63c486edd88,Under Canvas Lanesborough,Lanesborough,MA,https://www.berkshireeagle.com/business/lanesborough-glamping-resort-gets-two-oks/article_502641d9-9018-4874-8111-0adc438aee74.html,proposed,,1,1
fully_blank,43bb27cb-7d91-4489-8214-25a62c43ca14,Under Canvas Mancos,Mancos,CO,https://www.the-journal.com/articles/planning-and-zoning-denies-application-for-glamping-development-outside-mancos/,proposed,,1,1
fully_blank,e4c55c5c-13e1-485f-acde-f56ccf50fb01,Under Canvas Santa Fe,Santa Fe,NM,https://www.undercanvas.com/camps/santa-fe/,proposed,,1,1
fully_blank,a1945707-91b3-4bb5-b71a-fef68e433e80,Vegas Glamping,Nelson,NV,https://vegasglamping.com/our-destination/safari-tent/,open,,7,7
copy_forward,015cbbf3-927b-4d98-b6bb-51b3e94f14bf,Westgate River Ranch Resort & Rodeo,River Ranch,FL,https://resort.to/wrrrr?y_source=1_OTc1MjIxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,open,1965,17,22
fully_blank,8bc36f84-3b45-4ac6-945e-90a910263b7b,Wildhaven Lake Berryessa,Lake Berryessa,CA,https://www.pressdemocrat.com/2026/05/08/margaritaville-resort-in-doubt-as-napa-county-considers-glamping-project-for-lake-berryessa/,under_construction,,2,2
copy_forward,7e8a4411-b439-4967-8b26-c04339debd7d,Wildhaven Sonoma,Healdsburg,CA,https://www.wildhavensonoma.com/,open,2020,3,4
copy_forward,b0d08d0f-71b7-4c40-94b6-a76808a8f2c5,Wildhaven Yosemite,Mariposa,CA,https://wildhavenyosemite.com/,open,2024,5,7
fully_blank,070638cf-99a5-4281-b6e7-f046dac7f970,Willenborg Woods,Charleston,IL,https://www.hipcamp.com/en-US/land/illinois-willenborg-woods-y0zhqem8,open,,3,3
fully_blank,38b37797-1ecc-4c2b-9b0e-b29986c6690c,Wylder Hope Valley,Hope Valley,CA,https://www.desolationhotel.com/hope-valley,open,,1,1
fully_blank,fc464d0e-c85b-41eb-825f-8e3c5e4562ac,Yak Eco Camp,Rosman,NC,https://yakbrevard.com/,open,,1,1
fully_blank,b6ba1189-7bcd-4a92-b0a4-ee95c1663ec6,Yurt in Putney,Putney,VT,https://www.thevermontretreat.com/,open,,1,1
fully_blank,ebbbde2b-6412-4890-b36e-62ef68a55d4d,Yurts of the World,Lava Hot Springs,ID,https://www.yurtsoftheworld.com/,open,,1,1
